MarkerID Clock Adjusted Fk N_Shared N_Others PostMean PostMode PostMedian PostCI025 PostCI975 Robust Lower Upper
53 M 1 7 21 100 0.06600095 0.06664251 0.06382326 0.04195230 0.09331827 0.12532825 0.03549861 0.44247288
53 R 1 7 21 100 0.11419120 0.11439467 0.11194884 0.07872093 0.15266207 0.18670926 0.05357913 0.65063297
53 C 1 7 21 100 0.07713597 0.07752729 0.07586971 0.05200676 0.10468284 0.12375876 0.02770089 0.55291472
132 M 0 7 21 100 0.09219906 0.09216033 0.09018988 0.05853547 0.13045449 0.18268722 0.05583083 0.59778120
132 R 0 7 21 100 0.13215496 0.13307885 0.13023354 0.09117639 0.17661744 0.23602187 0.08513890 0.65429933
132 C 0 7 21 100 0.10375791 0.10492067 0.10267741 0.07136351 0.13845107 0.17096364 0.04493299 0.65049237
132 M 1 7 21 100 0.09219906 0.09216033 0.09018988 0.05853547 0.13045449 0.18268722 0.05583083 0.59778120
132 R 1 7 21 91 0.17131482 0.17248175 0.16879399 0.11584695 0.23278478 0.25198777 0.08513890 0.74581468
132 C 1 7 21 99 0.11211617 0.11194884 0.10955531 0.07697936 0.14970048 0.17294229 0.04493299 0.66563640
12 M 0 8 28 100 0.07782952 0.07752729 0.07586971 0.05462715 0.10308655 0.13901738 0.04164875 0.46401952
12 R 0 8 28 100 0.06225592 0.06245868 0.06112328 0.04035250 0.08754037 0.14225429 0.03337288 0.60636919
12 C 0 8 28 100 0.05012110 0.05031889 0.04924304 0.03430598 0.06789056 0.10940151 0.02131231 0.56158590
12 M 1 8 28 100 0.07782952 0.07752729 0.07586971 0.05462715 0.10308655 0.13901738 0.04164875 0.46401952
12 R 1 8 28 100 0.06225592 0.06245868 0.06112328 0.04035250 0.08754037 0.14225429 0.03337288 0.60636919
12 C 1 8 28 100 0.05012110 0.05031889 0.04924304 0.03430598 0.06789056 0.10940151 0.02131231 0.56158590
54 M 0 9 36 100 0.19141202 0.19216489 0.18805629 0.14254137 0.24293580 0.25389342 0.09171876 0.70282099
54 R 0 9 36 100 0.22720394 0.22843544 0.22355135 0.16877685 0.28925259 0.32316332 0.10096586 1.03435492
54 C 0 9 36 100 0.19134878 0.19216489 0.18805629 0.14741581 0.23666192 0.25820667 0.06908678 0.96502809
54 M 1 9 36 92 0.23665324 0.23852606 0.23342623 0.17398218 0.30344469 0.26972584 0.09171876 0.79320769
54 R 1 9 36 90 0.34237961 0.34442991 0.33706579 0.24800110 0.44407224 0.35762047 0.10096586 1.26668964
54 C 1 9 36 92 0.26697114 0.26574599 0.26006418 0.20050311 0.33738786 0.28047758 0.06908678 1.13867910
68 M 0 9 36 100 0.08333657 0.08272049 0.08095188 0.05783575 0.11158673 0.13106652 0.03337288 0.51474235
68 R 0 9 36 100 0.09271418 0.09216033 0.09018988 0.06360346 0.12547469 0.15212811 0.03337288 0.69346619
68 C 0 9 36 100 0.06206651 0.06245868 0.06112328 0.04178039 0.08527317 0.10424260 0.01707741 0.63630935
68 M 1 9 36 100 0.08333657 0.08272049 0.08095188 0.05783575 0.11158673 0.13106652 0.03337288 0.51474235
68 R 1 9 36 100 0.09271418 0.09216033 0.09018988 0.06360346 0.12547469 0.15212811 0.03337288 0.69346619
68 C 1 9 36 100 0.06206651 0.06245868 0.06112328 0.04178039 0.08527317 0.10424260 0.01707741 0.63630935
90 M 0 9 36 100 0.09854707 0.09833373 0.09623130 0.06730401 0.13388449 0.13694485 0.03337288 0.56195014
90 R 0 9 36 100 0.13317573 0.13307885 0.13023354 0.08856360 0.18427960 0.15850509 0.03337288 0.75282281
90 C 0 9 36 100 0.09077097 0.09018988 0.08826157 0.05622816 0.13280511 0.10799201 0.01707741 0.68290628
90 M 1 9 36 100 0.09854707 0.09833373 0.09623130 0.06730401 0.13388449 0.13694485 0.03337288 0.56195014
90 R 1 9 36 100 0.13317573 0.13307885 0.13023354 0.08856360 0.18427960 0.15850509 0.03337288 0.75282281
90 C 1 9 36 100 0.09077097 0.09018988 0.08826157 0.05622816 0.13280511 0.10799201 0.01707741 0.68290628
124 M 0 10 45 100 0.15047925 0.15150470 0.14826543 0.11021589 0.19362611 0.21396059 0.06553163 0.69858072
124 R 0 10 45 100 0.21777747 0.21877169 0.21409422 0.16526948 0.27240389 0.30245352 0.09526561 0.96024296
124 C 0 10 45 100 0.15185026 0.15150470 0.14826543 0.11561528 0.18949713 0.22602633 0.05568545 0.91743710
124 M 1 10 45 100 0.15047925 0.15150470 0.14826543 0.11021589 0.19362611 0.21396059 0.06553163 0.69858072
124 R 1 10 45 94 0.33979709 0.33706579 0.33706579 0.25536803 0.42702849 0.32669413 0.09526561 1.12033143
124 C 1 10 45 94 0.24301154 0.24373731 0.23852606 0.17771174 0.31262975 0.24222210 0.05568545 1.05362430
134 M 0 10 45 100 0.23521171 0.23342623 0.22843544 0.16270885 0.31783289 0.25685849 0.06553163 1.00678529
134 R 0 10 45 100 0.42102828 0.41838534 0.40944001 0.30982155 0.53863928 0.36184034 0.09526561 1.37435151
134 C 0 10 45 100 0.34937910 0.34442991 0.34442991 0.23868467 0.47539269 0.28171125 0.05568545 1.42516977
134 M 1 10 45 100 0.23521171 0.23342623 0.22843544 0.16270885 0.31783289 0.25685849 0.06553163 1.00678529
134 R 1 10 45 100 0.42102828 0.41838534 0.40944001 0.30982155 0.53863928 0.36184034 0.09526561 1.37435151
134 C 1 10 45 100 0.34937910 0.34442991 0.34442991 0.23868467 0.47539269 0.28171125 0.05568545 1.42516977
30 M 0 11 55 100 0.20138063 0.20065335 0.19636326 0.14989077 0.25645517 0.22912317 0.07052223 0.74440959
30 R 0 11 55 100 0.32334087 0.32280654 0.31590474 0.24927092 0.39923273 0.32615674 0.09529057 1.11635621
30 C 0 11 55 100 0.23968120 0.23852606 0.23342623 0.18422546 0.29663867 0.24403919 0.05661459 1.05193960
30 M 1 11 55 99 0.20866256 0.20951676 0.20503716 0.15480565 0.26652667 0.23087198 0.07052223 0.75581658
30 R 1 11 55 99 0.34542878 0.34442991 0.33706579 0.26595790 0.42674994 0.33011126 0.09529057 1.14359106
30 C 1 11 55 99 0.25930457 0.26006418 0.25450385 0.19828197 0.32207996 0.24676227 0.05661459 1.07554646
94 M 0 11 55 100 0.15393569 0.15481473 0.15150470 0.11654739 0.19437591 0.18249622 0.05149912 0.64670756
94 R 0 11 55 100 0.15523695 0.15481473 0.15150470 0.11276608 0.20263340 0.17742444 0.04093885 0.76893782
94 C 0 11 55 100 0.11741428 0.11689393 0.11439467 0.08653264 0.15255827 0.14945728 0.03027405 0.73784243
94 M 1 11 55 100 0.15393569 0.15481473 0.15150470 0.11654739 0.19437591 0.18249622 0.05149912 0.64670756
94 R 1 11 55 100 0.15523695 0.15481473 0.15150470 0.11276608 0.20263340 0.17742444 0.04093885 0.76893782
94 C 1 11 55 100 0.11741428 0.11689393 0.11439467 0.08653264 0.15255827 0.14945728 0.03027405 0.73784243
91 M 0 12 66 100 0.15497601 0.15481473 0.15150470 0.11648480 0.19669974 0.17194433 0.04577527 0.64586949
91 R 0 12 66 100 0.23037781 0.22843544 0.22843544 0.17800911 0.28547332 0.23007425 0.06403260 0.82667522
91 C 0 12 66 100 0.15258521 0.15150470 0.14826543 0.11440898 0.19532969 0.17247046 0.03790663 0.78471911
91 M 1 12 66 100 0.15497601 0.15481473 0.15150470 0.11648480 0.19669974 0.17194433 0.04577527 0.64586949
91 R 1 12 66 100 0.23037781 0.22843544 0.22843544 0.17800911 0.28547332 0.23007425 0.06403260 0.82667522
91 C 1 12 66 100 0.15258521 0.15150470 0.14826543 0.11440898 0.19532969 0.17247046 0.03790663 0.78471911
129 M 0 12 66 100 0.26379103 0.26006418 0.26006418 0.18859407 0.35198630 0.27687659 0.06138403 1.24886949
129 R 0 12 66 100 0.42190579 0.41838534 0.40944001 0.29985110 0.55517510 0.32133003 0.06056540 1.70481798
129 C 0 12 66 100 0.32199983 0.31590474 0.31590474 0.21277919 0.45529530 0.28678367 0.04190182 1.96279932
129 M 1 12 66 100 0.26379103 0.26006418 0.26006418 0.18859407 0.35198630 0.27687659 0.06138403 1.24886949
129 R 1 12 66 100 0.42190579 0.41838534 0.40944001 0.29985110 0.55517510 0.32133003 0.06056540 1.70481798
129 C 1 12 66 100 0.32199983 0.31590474 0.31590474 0.21277919 0.45529530 0.28678367 0.04190182 1.96279932
88 M 0 13 78 100 0.20350028 0.20065335 0.20065335 0.15650480 0.25309886 0.21635197 0.06843898 0.68394021
88 R 0 13 78 100 0.43832847 0.43686657 0.43686657 0.36379042 0.50940950 0.34690674 0.11924938 1.00918164
88 C 0 13 78 100 0.29866963 0.29607218 0.29607218 0.24578314 0.35000779 0.26130801 0.07338852 0.93041631
88 M 1 13 78 100 0.20350028 0.20065335 0.20065335 0.15650480 0.25309886 0.21635197 0.06843898 0.68394021
88 R 1 13 78 100 0.43832847 0.43686657 0.43686657 0.36379042 0.50940950 0.34690674 0.11924938 1.00918164
88 C 1 13 78 100 0.29866963 0.29607218 0.29607218 0.24578314 0.35000779 0.26130801 0.07338852 0.93041631
96 M 0 13 78 100 0.28904541 0.28974198 0.28354713 0.21234725 0.37442190 0.26828738 0.06843898 1.05171227
96 R 0 13 78 100 0.62984060 0.63083217 0.61734460 0.50915949 0.75062908 0.42971729 0.11924938 1.54849400
96 C 0 13 78 100 0.49925178 0.49735430 0.48672057 0.38031454 0.62772018 0.33856812 0.07338852 1.56193874
96 M 1 13 78 100 0.28904541 0.28974198 0.28354713 0.21234725 0.37442190 0.26828738 0.06843898 1.05171227
96 R 1 13 78 100 0.62984060 0.63083217 0.61734460 0.50915949 0.75062908 0.42971729 0.11924938 1.54849400
96 C 1 13 78 100 0.49925178 0.49735430 0.48672057 0.38031454 0.62772018 0.33856812 0.07338852 1.56193874
98 M 0 13 78 100 0.23888292 0.23852606 0.23342623 0.17990948 0.30300022 0.25724333 0.06843898 0.96690701
98 R 0 13 78 100 0.45590816 0.45616417 0.44641110 0.37563609 0.53427062 0.35686884 0.11924938 1.06797510
98 C 0 13 78 100 0.31593071 0.31590474 0.30915051 0.25486957 0.37792987 0.28930878 0.07338852 1.14049953
98 M 1 13 78 100 0.23888292 0.23852606 0.23342623 0.17990948 0.30300022 0.25724333 0.06843898 0.96690701
98 R 1 13 78 92 0.57126267 0.56621705 0.56621705 0.46666402 0.67426943 0.38341644 0.11924938 1.23277935
98 C 1 13 78 92 0.47148010 0.46613031 0.46613031 0.36436496 0.58506494 0.31407191 0.07338852 1.34409530
102 M 0 13 78 100 0.08268828 0.08272049 0.08095188 0.06437772 0.10154499 0.12158355 0.03337288 0.44295128
102 R 0 13 78 100 0.07023975 0.06958629 0.06958629 0.05426388 0.08680468 0.11909979 0.03337288 0.42503859
102 C 0 13 78 100 0.04652949 0.04615155 0.04615155 0.03605309 0.05733434 0.08732236 0.01707741 0.44650759
102 M 1 13 78 100 0.08268828 0.08272049 0.08095188 0.06437772 0.10154499 0.12158355 0.03337288 0.44295128
102 R 1 13 78 100 0.07023975 0.06958629 0.06958629 0.05426388 0.08680468 0.11909979 0.03337288 0.42503859
102 C 1 13 78 100 0.04652949 0.04615155 0.04615155 0.03605309 0.05733434 0.08732236 0.01707741 0.44650759
135 M 0 13 78 100 0.19452821 0.19216489 0.19216489 0.14471362 0.24866152 0.19174099 0.05144674 0.71461492
135 R 0 13 78 100 0.27688770 0.27748472 0.27155193 0.21646488 0.33885707 0.23669315 0.07400110 0.75706501
135 C 0 13 78 100 0.21045950 0.20951676 0.20503716 0.16186065 0.26057360 0.17340805 0.03884522 0.77410690
135 M 1 13 78 100 0.19452821 0.19216489 0.19216489 0.14471362 0.24866152 0.19174099 0.05144674 0.71461492
135 R 1 13 78 100 0.27688770 0.27748472 0.27155193 0.21646488 0.33885707 0.23669315 0.07400110 0.75706501
135 C 1 13 78 100 0.21045950 0.20951676 0.20503716 0.16186065 0.26057360 0.17340805 0.03884522 0.77410690
72 M 0 14 91 100 0.16000867 0.15819707 0.15819707 0.12588552 0.19575538 0.15845126 0.04558509 0.55076792
72 R 0 14 91 100 0.20451538 0.20503716 0.20065335 0.16192500 0.24914300 0.20557792 0.05638160 0.74957576
72 C 0 14 91 100 0.13819896 0.13598631 0.13598631 0.10783708 0.17151223 0.15532518 0.03590560 0.67192604
72 M 1 14 91 100 0.16000867 0.15819707 0.15819707 0.12588552 0.19575538 0.15845126 0.04558509 0.55076792
72 R 1 14 91 100 0.20451538 0.20503716 0.20065335 0.16192500 0.24914300 0.20557792 0.05638160 0.74957576
72 C 1 14 91 100 0.13819896 0.13598631 0.13598631 0.10783708 0.17151223 0.15532518 0.03590560 0.67192604
116 M 0 14 91 100 0.23692728 0.23342623 0.23342623 0.17929474 0.29994765 0.22376542 0.05908223 0.84747915
116 R 0 14 91 100 0.38274469 0.38373529 0.37553080 0.30104504 0.46776814 0.33494349 0.09520831 1.17833353
116 C 0 14 91 100 0.27743780 0.27748472 0.27155193 0.21029318 0.34923596 0.25438511 0.05508447 1.17477359
116 M 1 14 91 100 0.23692728 0.23342623 0.23342623 0.17929474 0.29994765 0.22376542 0.05908223 0.84747915
116 R 1 14 91 100 0.38274469 0.38373529 0.37553080 0.30104504 0.46776814 0.33494349 0.09520831 1.17833353
116 C 1 14 91 100 0.27743780 0.27748472 0.27155193 0.21029318 0.34923596 0.25438511 0.05508447 1.17477359
3 M 0 16 100 100 0.23719748 0.23342623 0.23342623 0.18252825 0.29850794 0.24707870 0.05603691 1.08942268
3 R 0 16 100 100 0.26275364 0.26006418 0.26006418 0.20243614 0.32947148 0.26189732 0.05913516 1.15988873
3 C 0 16 100 100 0.20420341 0.20065335 0.20065335 0.15259743 0.26465606 0.24059705 0.04161276 1.39108633
3 M 1 16 100 100 0.23719748 0.23342623 0.23342623 0.18252825 0.29850794 0.24707870 0.05603691 1.08942268
3 R 1 16 97 100 0.24589939 0.24373731 0.23852606 0.18858731 0.31016486 0.25579604 0.05641198 1.15988873
3 C 1 16 100 100 0.20420341 0.20065335 0.20065335 0.15259743 0.26465606 0.24059705 0.04161276 1.39108633
9 M 0 18 100 100 0.31559031 0.31590474 0.30915051 0.24847259 0.38447958 0.27367298 0.09435718 0.79375944
9 R 0 18 100 100 0.45763280 0.45616417 0.45616417 0.37786818 0.53547540 0.36869506 0.14522092 0.93606378
9 C 0 18 100 100 0.34916229 0.35195491 0.34442991 0.28561207 0.41216300 0.28930397 0.08910490 0.93930629
9 M 1 18 100 100 0.31559031 0.31590474 0.30915051 0.24847259 0.38447958 0.27367298 0.09435718 0.79375944
9 R 1 18 100 100 0.45763280 0.45616417 0.45616417 0.37786818 0.53547540 0.36869506 0.14522092 0.93606378
9 C 1 18 100 100 0.34916229 0.35195491 0.34442991 0.28561207 0.41216300 0.28930397 0.08910490 0.93930629
11 M 0 18 100 100 0.48344636 0.47631419 0.47631419 0.36379101 0.61356867 0.39548085 0.09579553 1.63269725
11 R 0 18 100 100 0.81449924 0.81761334 0.80013228 0.63775284 1.00378795 0.61961697 0.15262209 2.51552837
11 C 0 18 100 100 0.74129961 0.71817602 0.71817602 0.49965450 1.05784614 0.55423076 0.09220017 3.33157453
11 M 1 18 100 100 0.48344636 0.47631419 0.47631419 0.36379101 0.61356867 0.39548085 0.09579553 1.63269725
11 R 1 18 100 100 0.81449924 0.81761334 0.80013228 0.63775284 1.00378795 0.61961697 0.15262209 2.51552837
11 C 1 18 100 100 0.74129961 0.71817602 0.71817602 0.49965450 1.05784614 0.55423076 0.09220017 3.33157453
95 M 0 18 100 100 0.17025655 0.16879399 0.16518507 0.12552787 0.22202108 0.16111270 0.03337288 0.77779635
95 R 0 18 100 100 0.20409904 0.20065335 0.20065335 0.14501791 0.27507679 0.17806878 0.03337288 0.95012754
95 C 0 18 100 100 0.14058811 0.13307885 0.13307885 0.08752451 0.21735439 0.12603837 0.01707741 0.93021524
95 M 1 18 100 100 0.17025655 0.16879399 0.16518507 0.12552787 0.22202108 0.16111270 0.03337288 0.77779635
95 R 1 18 100 100 0.20409904 0.20065335 0.20065335 0.14501791 0.27507679 0.17806878 0.03337288 0.95012754
95 C 1 18 100 100 0.14058811 0.13307885 0.13307885 0.08752451 0.21735439 0.12603837 0.01707741 0.93021524
114 M 0 18 100 100 0.16556447 0.16518507 0.16165332 0.12291960 0.21415764 0.16020991 0.03337288 0.76910403
114 R 0 18 100 100 0.17635047 0.17248175 0.17248175 0.12901026 0.23181560 0.17986735 0.03337288 0.96941794
114 C 0 18 100 100 0.12354568 0.11944779 0.11944779 0.08232431 0.17788607 0.12754551 0.01707741 0.95259489
114 M 1 18 100 100 0.16556447 0.16518507 0.16165332 0.12291960 0.21415764 0.16020991 0.03337288 0.76910403
114 R 1 18 100 100 0.17635047 0.17248175 0.17248175 0.12901026 0.23181560 0.17986735 0.03337288 0.96941794
114 C 1 18 100 100 0.12354568 0.11944779 0.11944779 0.08232431 0.17788607 0.12754551 0.01707741 0.95259489
130 M 0 18 100 100 0.57066589 0.56621705 0.56621705 0.43743692 0.70827187 0.44472588 0.14092317 1.40346768
130 R 0 18 100 100 1.11579968 1.10650775 1.10650775 0.91988958 1.30399944 0.68150559 0.21948207 2.11611759
130 C 0 18 100 100 1.09257046 1.08284995 1.08284995 0.88212246 1.29734934 0.60212495 0.14412656 2.51552837
130 M 1 18 100 100 0.57066589 0.56621705 0.56621705 0.43743692 0.70827187 0.44472588 0.14092317 1.40346768
130 R 1 18 100 100 1.11579968 1.10650775 1.10650775 0.91988958 1.30399944 0.68150559 0.21948207 2.11611759
130 C 1 18 100 100 1.09257046 1.08284995 1.08284995 0.88212246 1.29734934 0.60212495 0.14412656 2.51552837
136 M 0 18 100 100 0.54345022 0.54226377 0.53066985 0.41580288 0.67481782 0.42526831 0.13563409 1.33338994
136 R 0 18 100 100 0.81573854 0.81761334 0.80013228 0.67101771 0.95641802 0.52016628 0.20570295 1.31535774
136 C 0 18 100 100 0.83222750 0.83547632 0.81761334 0.67719698 0.98314080 0.48310493 0.13557548 1.72147927
136 M 1 18 100 100 0.54345022 0.54226377 0.53066985 0.41580288 0.67481782 0.42526831 0.13563409 1.33338994
136 R 1 18 100 100 0.81573854 0.81761334 0.80013228 0.67101771 0.95641802 0.52016628 0.20570295 1.31535774
136 C 1 18 100 100 0.83222750 0.83547632 0.81761334 0.67719698 0.98314080 0.48310493 0.13557548 1.72147927
42 M 0 19 100 100 0.12775581 0.12744907 0.12472413 0.09946674 0.15750510 0.14138076 0.03558530 0.56170729
42 R 0 19 100 100 0.17790151 0.17625009 0.17625009 0.13945565 0.21793037 0.17484630 0.04014629 0.76149568
42 C 0 19 100 100 0.11744293 0.11689393 0.11439467 0.08983455 0.14658010 0.12188611 0.02058348 0.72175487
42 M 1 19 100 100 0.12775581 0.12744907 0.12472413 0.09946674 0.15750510 0.14138076 0.03558530 0.56170729
42 R 1 19 91 100 0.13906956 0.13895730 0.13598631 0.10579467 0.17496167 0.15941550 0.03337288 0.76149568
42 C 1 19 100 95 0.13497749 0.13598631 0.13307885 0.10148106 0.17046465 0.12815851 0.02058348 0.79795090
112 M 0 19 100 100 0.18970650 0.18805629 0.18403554 0.14005323 0.24622515 0.18217559 0.04018970 0.82578238
112 R 0 19 100 100 0.31799122 0.31590474 0.30915051 0.23499024 0.40647753 0.21929241 0.04565551 1.05330458
112 C 0 19 100 100 0.25563737 0.25450385 0.24906241 0.18501000 0.32885944 0.15809454 0.02377008 1.05148500
112 M 1 19 100 99 0.19513677 0.19216489 0.19216489 0.14330117 0.25432791 0.18368232 0.04018970 0.83949858
112 R 1 19 90 100 0.18141333 0.18010075 0.17625009 0.12979990 0.24317977 0.18748814 0.03337288 1.05330458
112 C 1 19 90 100 0.12096508 0.11689393 0.11689393 0.07961780 0.17621466 0.13400241 0.01707741 1.05148500
118 M 0 21 100 100 0.17747638 0.17625009 0.17625009 0.14260801 0.21336536 0.16672736 0.05311247 0.52338016
118 R 0 21 100 100 0.18177086 0.18010075 0.18010075 0.14424133 0.22090092 0.17283626 0.04985342 0.59920404
118 C 0 21 100 100 0.13320227 0.13307885 0.13023354 0.10594647 0.16212874 0.14113653 0.03598748 0.55351253
118 M 1 21 100 98 0.18943885 0.18805629 0.18805629 0.15127739 0.22927283 0.16993318 0.05311247 0.54370073
118 R 1 21 100 97 0.21131325 0.20951676 0.20951676 0.16563370 0.25970629 0.18072965 0.04985342 0.65518484
118 C 1 21 100 97 0.16132825 0.15819707 0.15819707 0.12455119 0.20228051 0.14654986 0.03598748 0.59678709
45 M 0 24 100 100 0.16508039 0.16518507 0.16165332 0.13101097 0.19994385 0.16694370 0.05270083 0.52883796
45 R 0 24 100 100 0.25278424 0.25450385 0.24906241 0.20786853 0.29677579 0.24828312 0.08309678 0.74183987
45 C 0 24 100 100 0.16995802 0.16879399 0.16879399 0.13833451 0.20141499 0.17885947 0.04677413 0.68394021
45 M 1 24 100 100 0.16508039 0.16518507 0.16165332 0.13101097 0.19994385 0.16694370 0.05270083 0.52883796
45 R 1 24 100 100 0.25278424 0.25450385 0.24906241 0.20786853 0.29677579 0.24828312 0.08309678 0.74183987
45 C 1 24 100 100 0.16995802 0.16879399 0.16879399 0.13833451 0.20141499 0.17885947 0.04677413 0.68394021
32 M 0 25 100 100 0.08319772 0.08272049 0.08272049 0.06723891 0.09901894 0.11029178 0.03678167 0.33071572
32 R 0 25 100 100 0.06774626 0.06809849 0.06664251 0.05424240 0.08127997 0.10444556 0.03732622 0.29225766
32 C 0 25 100 100 0.04718429 0.04715986 0.04615155 0.03825355 0.05599474 0.08110949 0.02002619 0.32850737
32 M 1 25 100 100 0.08319772 0.08272049 0.08272049 0.06723891 0.09901894 0.11029178 0.03678167 0.33071572
32 R 1 25 93 100 0.05975901 0.05981642 0.05853751 0.04719162 0.07253559 0.09875970 0.03337288 0.29225766
32 C 1 25 93 100 0.04258075 0.04232935 0.04232935 0.03412397 0.05108648 0.07670587 0.01791068 0.32850737
106 M 0 26 100 100 0.16011026 0.15819707 0.15819707 0.12043404 0.20431682 0.16123462 0.03514961 0.73959864
106 R 0 26 100 100 0.19899570 0.19636326 0.19636326 0.14554176 0.26047386 0.19364494 0.03641781 1.02967101
106 C 0 26 100 100 0.13053613 0.12744907 0.12744907 0.08959100 0.18115425 0.13539978 0.01868395 0.98122208
106 M 1 26 100 99 0.16640928 0.16518507 0.16165332 0.12445477 0.21363048 0.16288609 0.03514961 0.75482722
106 R 1 26 100 97 0.25184735 0.24906241 0.24373731 0.17564584 0.34168289 0.20056127 0.03641781 1.10453719
106 C 1 26 100 97 0.19811322 0.20065335 0.19216489 0.11931605 0.29254439 0.14020940 0.01868395 1.05216932
74 M 0 28 100 100 0.23809323 0.23852606 0.23342623 0.18436070 0.29732696 0.23829419 0.05590385 1.01574617
74 R 0 28 100 100 0.31572922 0.30915051 0.30915051 0.24100859 0.40010202 0.32423992 0.06789276 1.54849400
74 C 0 28 100 100 0.22311994 0.21877169 0.21877169 0.16589079 0.29270717 0.26944732 0.04403706 1.64865370
74 M 1 28 100 100 0.23809323 0.23852606 0.23342623 0.18436070 0.29732696 0.23829419 0.05590385 1.01574617
74 R 1 28 100 100 0.31572922 0.30915051 0.30915051 0.24100859 0.40010202 0.32423992 0.06789276 1.54849400
74 C 1 28 100 100 0.22311994 0.21877169 0.21877169 0.16589079 0.29270717 0.26944732 0.04403706 1.64865370
93 M 0 28 100 100 0.23188169 0.22843544 0.22843544 0.17861816 0.29036740 0.21037888 0.05254161 0.84236613
93 R 0 28 100 100 0.29958556 0.29607218 0.29607218 0.23313918 0.37205414 0.26382889 0.06842306 1.01728403
93 C 0 28 100 100 0.22516713 0.21877169 0.21877169 0.16576907 0.29764979 0.20944884 0.04227449 1.03771361
93 M 1 28 100 100 0.23188169 0.22843544 0.22843544 0.17861816 0.29036740 0.21037888 0.05254161 0.84236613
93 R 1 28 100 100 0.29958556 0.29607218 0.29607218 0.23313918 0.37205414 0.26382889 0.06842306 1.01728403
93 C 1 28 100 100 0.22516713 0.21877169 0.21877169 0.16576907 0.29764979 0.20944884 0.04227449 1.03771361
84 M 0 29 100 100 0.17551110 0.17248175 0.17248175 0.13446974 0.22059235 0.16656528 0.03969764 0.69888274
84 R 0 29 100 100 0.22775787 0.22355135 0.22355135 0.17423073 0.28669376 0.21060634 0.04697675 0.94419113
84 C 0 29 100 100 0.16077145 0.15819707 0.15819707 0.11604851 0.21481556 0.15676758 0.02688635 0.91407251
84 M 1 29 100 100 0.17551110 0.17248175 0.17248175 0.13446974 0.22059235 0.16656528 0.03969764 0.69888274
84 R 1 29 100 100 0.22775787 0.22355135 0.22355135 0.17423073 0.28669376 0.21060634 0.04697675 0.94419113
84 C 1 29 100 100 0.16077145 0.15819707 0.15819707 0.11604851 0.21481556 0.15676758 0.02688635 0.91407251
55 M 0 30 100 100 0.16747405 0.16879399 0.16518507 0.13613318 0.19903397 0.17628818 0.06024457 0.51585604
55 R 0 30 100 100 0.22668302 0.22843544 0.22355135 0.18792063 0.26476483 0.23999981 0.08367347 0.68838911
55 C 0 30 100 100 0.15912124 0.15819707 0.15819707 0.13247314 0.18521226 0.18663913 0.05299780 0.65727569
55 M 1 30 100 100 0.16747405 0.16879399 0.16518507 0.13613318 0.19903397 0.17628818 0.06024457 0.51585604
55 R 1 30 91 100 0.19440057 0.19216489 0.19216489 0.15894049 0.22970640 0.22085048 0.07085373 0.68838911
55 C 1 30 91 100 0.13974033 0.13895730 0.13895730 0.11507395 0.16425154 0.17276669 0.04541219 0.65727569
64 M 0 30 100 100 0.27602955 0.27155193 0.27155193 0.20571206 0.35701010 0.25204065 0.05531494 1.14841455
64 R 0 30 100 100 0.48619451 0.48672057 0.47631419 0.36517019 0.61829654 0.36793883 0.08213262 1.64829743
64 C 0 30 100 100 0.40399383 0.40068594 0.39211903 0.27381780 0.55519690 0.29780493 0.04939226 1.79558035
64 M 1 30 100 100 0.27602955 0.27155193 0.27155193 0.20571206 0.35701010 0.25204065 0.05531494 1.14841455
64 R 1 30 100 100 0.48619451 0.48672057 0.47631419 0.36517019 0.61829654 0.36793883 0.08213262 1.64829743
64 C 1 30 100 100 0.40399383 0.40068594 0.39211903 0.27381780 0.55519690 0.29780493 0.04939226 1.79558035
78 M 0 31 100 100 0.16043803 0.16165332 0.15819707 0.13170637 0.18860793 0.16479284 0.06745398 0.40259563
78 R 0 31 100 100 0.26343706 0.26574599 0.26006418 0.22386829 0.30085012 0.25654718 0.11348355 0.57996476
78 C 0 31 100 100 0.17653739 0.17625009 0.17248175 0.15062173 0.20062274 0.19197809 0.07280158 0.50624709
78 M 1 31 97 100 0.15509864 0.15481473 0.15150470 0.12665532 0.18323243 0.16263489 0.06569894 0.40259563
78 R 1 31 100 78 0.34308424 0.34442991 0.33706579 0.28546997 0.39918629 0.28958708 0.11348355 0.73896772
78 C 1 31 100 86 0.21698868 0.21877169 0.21409422 0.18155030 0.25145906 0.21194593 0.07280158 0.61703440
122 M 0 31 100 100 0.21611991 0.21409422 0.21409422 0.16395533 0.27195577 0.20802777 0.05476774 0.79016504
122 R 0 31 100 100 0.32468044 0.32280654 0.32280654 0.25600988 0.39420576 0.27020543 0.07402325 0.98632489
122 C 0 31 100 100 0.23764227 0.23852606 0.23342623 0.18683354 0.28852732 0.20257056 0.03919465 1.04694977
122 M 1 31 100 99 0.22741317 0.22843544 0.22355135 0.17143770 0.28785196 0.20993065 0.05476774 0.80468675
122 R 1 31 100 99 0.35324025 0.35195491 0.34442991 0.27824546 0.42905321 0.27486629 0.07402325 1.02064522
122 C 1 31 100 99 0.26281321 0.26574599 0.26006418 0.20636008 0.31949738 0.20540812 0.03919465 1.07648607
27 M 0 34 100 100 0.16354811 0.16165332 0.16165332 0.13254353 0.19471863 0.15946719 0.05386386 0.47211216
